,Target,QID Combination,DiSCO Score
0,EDU,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
1,EDU,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0004
2,EDU,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
3,EDU,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0005
4,EDU,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
5,EDU,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
6,EDU,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0005
7,EDU,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0002
8,EDU,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0011
9,EDU,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.002
10,EDU,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0003
11,EDU,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0002
12,EDU,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0007
13,EDU,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0007
14,EDU,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0003
15,EDU,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0004
16,EDU,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0007
17,EDU,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
18,EDU,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0051
19,EDU,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0007
20,EDU,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.001
21,OWN_RENT,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0075
22,OWN_RENT,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.003
23,OWN_RENT,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0014
24,OWN_RENT,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0092
25,OWN_RENT,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0165
26,OWN_RENT,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0643
27,OWN_RENT,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.004
28,OWN_RENT,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.002
29,OWN_RENT,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0068
30,OWN_RENT,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0103
31,OWN_RENT,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0634
32,OWN_RENT,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0006
33,OWN_RENT,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.003
34,OWN_RENT,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.003
35,OWN_RENT,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0461
36,OWN_RENT,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0019
37,OWN_RENT,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0021
38,OWN_RENT,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0467
39,OWN_RENT,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0203
40,OWN_RENT,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0654
41,OWN_RENT,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.064
42,MSP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0074
43,MSP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.002
44,MSP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0013
45,MSP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0078
46,MSP,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0351
47,MSP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0071
48,MSP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0006
49,MSP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
50,MSP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0046
51,MSP,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0274
52,MSP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
53,MSP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0004
54,MSP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0017
55,MSP,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0048
56,MSP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0007
57,MSP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0009
58,MSP,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0049
59,MSP,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0001
60,MSP,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0285
61,MSP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0057
62,MSP,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0226
63,DVET,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.1834
64,DVET,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.2688
65,DVET,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.098
66,DVET,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3719
67,DVET,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.5979
68,DVET,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1341
69,DVET,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.1366
70,DVET,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0264
71,DVET,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1861
72,DVET,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.4182
73,DVET,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0156
74,DVET,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0764
75,DVET,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2556
76,DVET,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.4535
77,DVET,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.081
78,DVET,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0867
79,DVET,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.2924
80,DVET,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0199
81,DVET,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.6266
82,DVET,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1136
83,DVET,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.3156
84,DEYE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.1012
85,DEYE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.1512
86,DEYE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0467
87,DEYE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2382
88,DEYE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.4709
89,DEYE,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0858
90,DEYE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.048
91,DEYE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0108
92,DEYE,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1132
93,DEYE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.3233
94,DEYE,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0053
95,DEYE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0241
96,DEYE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.159
97,DEYE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.3345
98,DEYE,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0282
99,DEYE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.048
100,DEYE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.2311
101,DEYE,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0113
102,DEYE,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.49
103,DEYE,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0699
104,DEYE,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.2579
105,PINCP_DECILE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0061
106,PINCP_DECILE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0633
107,PINCP_DECILE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0026
108,PINCP_DECILE,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0029
109,PINCP_DECILE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.1172
110,PINCP_DECILE,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0036
111,PINCP_DECILE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0013
112,PINCP_DECILE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0004
113,PINCP_DECILE,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0002
114,PINCP_DECILE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0085
115,PINCP_DECILE,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0002
116,PINCP_DECILE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0013
117,PINCP_DECILE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0012
118,PINCP_DECILE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0032
119,PINCP_DECILE,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0015
120,PINCP_DECILE,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0001
121,PINCP_DECILE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0012
122,PINCP_DECILE,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0001
123,PINCP_DECILE,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0015
124,PINCP_DECILE,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
125,PINCP_DECILE,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0029
126,AGEP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
127,AGEP,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0008
128,AGEP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0003
129,AGEP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0003
130,AGEP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0006
131,AGEP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0003
132,AGEP,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0004
133,AGEP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
134,AGEP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
135,AGEP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
136,AGEP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
137,AGEP,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0004
138,AGEP,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0004
139,AGEP,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
140,AGEP,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0003
141,AGEP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0
142,AGEP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
143,AGEP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
144,AGEP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
145,AGEP,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
146,AGEP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0004
147,HOUSING_TYPE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.8663
148,HOUSING_TYPE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.4591
149,HOUSING_TYPE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.029
150,HOUSING_TYPE,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0324
151,HOUSING_TYPE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1069
152,HOUSING_TYPE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.2662
153,HOUSING_TYPE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.8396
154,HOUSING_TYPE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.6733
155,HOUSING_TYPE,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.6798
156,HOUSING_TYPE,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.9103
157,HOUSING_TYPE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.9131
158,HOUSING_TYPE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.2776
159,HOUSING_TYPE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.2756
160,HOUSING_TYPE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.4153
161,HOUSING_TYPE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.4918
162,HOUSING_TYPE,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0079
163,HOUSING_TYPE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0215
164,HOUSING_TYPE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0593
165,HOUSING_TYPE,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0237
166,HOUSING_TYPE,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0658
167,HOUSING_TYPE,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2391
