,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,-1.2212453270876722e-15,0.0004846627340157339,-0.016274258997868024,0.010903985164768093,0.0013076681185048011,-0.013667094482835984,-0.012226017316697466,-0.007178079737410931,0.024097082410787358,-0.002220645938502519,-0.020909214406462588,0.004092722409556937,-0.014668944383387214,0.004159853804607538,-0.006732827670156129,-0.0024443957856954647,-0.017927751514522614,-0.02762285222940689
AGEP,0.0004846627340157339,-7.771561172376096e-16,0.003866123888953771,0.006189467629045986,0.004585829035912925,0.01600457997881173,-0.000446800544920134,0.0010865812162518251,0.0058122267333281935,-0.007706544891288483,-0.01068658258830886,0.01731909762748063,-0.003575983225148127,0.013416628350753176,-0.0023935446704790864,0.0030959023424036447,0.018129069144802057,-0.013026846766088063
SEX,-0.016274258997868024,0.003866123888953771,0.0,-0.036043752277514156,0.00628286409895707,0.022233910702110553,0.01767467051360231,0.006093640840792069,-0.011154250281572353,-0.004014616259192541,-0.0004164138613639984,-0.007196352842688991,-0.008750528513335229,0.004959151049881677,0.008018620394930918,0.014690806838102147,-0.02704485179262285,0.007989047693311324
MSP,0.010903985164768093,0.006189467629045986,-0.036043752277514156,0.0,0.008255689485136386,-0.00713580613733146,-0.01845915623423272,-0.010573390306864439,0.001223689780416759,0.005667562068910309,0.009068174935985773,-0.004824400170328591,0.02021152507567686,0.00845926888103362,0.007794274633766196,0.01607112766696628,-0.021720026475995087,-0.024372032639898563
HISP,0.0013076681185048011,0.004585829035912925,0.00628286409895707,0.008255689485136386,-1.2101430968414206e-14,0.009119321213946985,-0.018526519675501674,-0.024297362474238998,-0.00605206638525025,0.007619999628212248,-0.006336148639506431,0.008778556076033367,0.011439622274231842,0.020716755138938114,-0.012030455384460393,-0.013976708011676785,-0.05645750181099886,-0.014552960229428863
RAC1P,-0.013667094482835984,0.01600457997881173,0.022233910702110553,-0.00713580613733146,0.009119321213946985,-6.661338147750939e-16,-0.026743600488925545,-0.031708002747511774,0.012763405412849212,0.0035578877612510856,-0.01901972620423216,0.01745797598605857,0.005764390220159454,0.010180199699380516,0.007710072628745238,0.00962296024413684,-0.046233847533669284,-0.008597555970252729
NOC,-0.012226017316697466,-0.000446800544920134,0.01767467051360231,-0.01845915623423272,-0.018526519675501674,-0.026743600488925545,9.992007221626409e-16,-0.014453976511116906,0.012250047764751026,-0.013561782493554553,-0.007909469678558545,0.004455152506591231,-0.01952545489854951,-0.011192972737333967,0.012634088823662126,0.014933393311946153,-0.013967574143004188,0.004651872813441607
NPF,-0.007178079737410931,0.0010865812162518251,0.006093640840792069,-0.010573390306864439,-0.024297362474238998,-0.031708002747511774,-0.014453976511116906,-4.773959005888173e-15,0.01465967000908086,-0.01198780414863973,-0.010308744666876354,0.0064106568745969095,-0.006535787164477169,-0.008644593003739515,0.005122454599133103,-0.00040869660285851317,-0.007098994374105876,0.0016307077818310256
HOUSING_TYPE,0.024097082410787358,0.0058122267333281935,-0.011154250281572353,0.001223689780416759,-0.00605206638525025,0.012763405412849212,0.012250047764751026,0.01465967000908086,6.439293542825908e-15,0.023381398032415346,0.010219074441664928,0.013091152961408184,0.047615584830769955,0.011075661826532197,0.002850130094221288,-0.009143866182340334,-0.04132388311134805,-0.036986646141994206
OWN_RENT,-0.002220645938502519,-0.007706544891288483,-0.004014616259192541,0.005667562068910309,0.007619999628212248,0.0035578877612510856,-0.013561782493554553,-0.01198780414863973,0.023381398032415346,-1.2212453270876722e-15,0.009578344104874386,0.0024995994490207424,-0.01213363404047664,-0.010282240415093648,0.01026044765037331,0.020804506007116273,0.01689625256937649,0.014526538167783355
INDP_CAT,-0.020909214406462588,-0.01068658258830886,-0.0004164138613639984,0.009068174935985773,-0.006336148639506431,-0.01901972620423216,-0.007909469678558545,-0.010308744666876354,0.010219074441664928,0.009578344104874386,-3.219646771412954e-15,0.00046765090693873246,0.006736639399259781,0.00367487636510596,0.0007359296944398075,0.014521560555037893,-0.00699131009769087,0.01791009873943794
EDU,0.004092722409556937,0.01731909762748063,-0.007196352842688991,-0.004824400170328591,0.008778556076033367,0.01745797598605857,0.004455152506591231,0.0064106568745969095,0.013091152961408184,0.0024995994490207424,0.00046765090693873246,0.0,-0.004962024456905967,-0.008244803833520317,-0.003551782277677218,0.0023889972010063265,0.0069593804221723355,0.01948669879371262
PINCP_DECILE,-0.014668944383387214,-0.003575983225148127,-0.008750528513335229,0.02021152507567686,0.011439622274231842,0.005764390220159454,-0.01952545489854951,-0.006535787164477169,0.047615584830769955,-0.01213363404047664,0.006736639399259781,-0.004962024456905967,0.0,-0.010373878348105145,-0.0028270312919484453,0.0017897188497700278,-0.00012017656501847693,0.006358504524756919
DVET,0.004159853804607538,0.013416628350753176,0.004959151049881677,0.00845926888103362,0.020716755138938114,0.010180199699380516,-0.011192972737333967,-0.008644593003739515,0.011075661826532197,-0.010282240415093648,0.00367487636510596,-0.008244803833520317,-0.010373878348105145,0.0,0.008148224374990475,0.0044554280238159735,0.022654440075154943,0.03509245836125002
DREM,-0.006732827670156129,-0.0023935446704790864,0.008018620394930918,0.007794274633766196,-0.012030455384460393,0.007710072628745238,0.012634088823662126,0.005122454599133103,0.002850130094221288,0.01026044765037331,0.0007359296944398075,-0.003551782277677218,-0.0028270312919484453,0.008148224374990475,1.2212453270876722e-15,0.0022590492369704007,0.013146216992980242,-0.002194478967253187
DPHY,-0.0024443957856954647,0.0030959023424036447,0.014690806838102147,0.01607112766696628,-0.013976708011676785,0.00962296024413684,0.014933393311946153,-0.00040869660285851317,-0.009143866182340334,0.020804506007116273,0.014521560555037893,0.0023889972010063265,0.0017897188497700278,0.0044554280238159735,0.0022590492369704007,-2.3314683517128287e-15,0.008762909217924858,0.00826707360112805
DEYE,-0.017927751514522614,0.018129069144802057,-0.02704485179262285,-0.021720026475995087,-0.05645750181099886,-0.046233847533669284,-0.013967574143004188,-0.007098994374105876,-0.04132388311134805,0.01689625256937649,-0.00699131009769087,0.0069593804221723355,-0.00012017656501847693,0.022654440075154943,0.013146216992980242,0.008762909217924858,-1.1102230246251565e-15,0.004350815905457994
DEAR,-0.02762285222940689,-0.013026846766088063,0.007989047693311324,-0.024372032639898563,-0.014552960229428863,-0.008597555970252729,0.004651872813441607,0.0016307077818310256,-0.036986646141994206,0.014526538167783355,0.01791009873943794,0.01948669879371262,0.006358504524756919,0.03509245836125002,-0.002194478967253187,0.00826707360112805,0.004350815905457994,-3.9968028886505635e-15
